candidate_id,source,title,composer_normalized,grade,grade_source,predicted_grade,composite_percentile,midi_max_pct,max_chord_stack_pct,voice_count_max_pct,polyphonic_measure_ratio_pct,measure_count_pct
guitarloot:Scores/EnglishMusic/Pilkington/9OldfieldGtrAS,guitarloot,Mrs. Mary Oldfield's Galliard (9),Francis Pilkington,6,delcamp-eric-crouch,6,50.9,50.7,16.2,59.8,60.6,67.1
guitarloot:Scores/EnglishMusic/Pilkington/FuneralGtriPad,guitarloot,Pavane (1): George Pilkington's Funeral,Francis Pilkington,6,delcamp-eric-crouch,7,67.1,92.5,54.9,92.4,60.6,35.3
guitarloot:Scores/EnglishMusic/Pilkington/GoWindowGtr.iPad,guitarloot,Go From My Window (15),Francis Pilkington,6,delcamp-eric-crouch,7,66.1,50.7,54.9,92.4,60.6,71.9
guitarloot:Scores/EnglishMusic/Pilkington/MurcottGallGtriPad,guitarloot,Mrs. Elizabeth Murcott's Galliard (10),Francis Pilkington,6,delcamp-eric-crouch,7,55.7,80.8,54.9,59.8,15.9,67.1
guitarloot:Scores/EnglishMusic/Pilkington/WagstaffGtriPad,guitarloot,Galliard (11): Mr. T Wagstaff's Content of Desire,Francis Pilkington,6,delcamp-eric-crouch,7,64.6,80.8,54.9,59.8,60.6,67.1
guitarloot:Scores/EnglishMusic/Robinson/20vSpanishPavane.Gtr,guitarloot,The Spanish Pavane,Thomas Robinson,5,delcamp-eric-crouch,7,67.5,80.8,54.9,59.8,60.6,81.5
guitarloot:Scores/EnglishMusic/Robinson/Almayne23,guitarloot,Almayne (23),Thomas Robinson,5,delcamp-eric-crouch,7,56.6,63.6,54.9,59.8,60.6,44.2
guitarloot:Scores/EnglishMusic/Robinson/Bellvedere32Gtr.iPad,guitarloot,Bellvedere,Thomas Robinson,5,delcamp-eric-crouch,7,79.5,92.5,99.3,59.8,60.6,85.2
guitarloot:Scores/EnglishMusic/Robinson/Fant3Gtr,guitarloot,Fantasia 3,Thomas Robinson,5,delcamp-eric-crouch,6,47.1,27.8,54.9,59.8,12.6,80.4
guitarloot:Scores/EnglishMusic/Robinson/Galliard17Gtr,guitarloot,Galliard (17),Thomas Robinson,5,delcamp-eric-crouch,6,51.7,50.7,54.9,59.8,60.6,32.4
guitarloot:Scores/EnglishMusic/Robinson/Galliard6Gtr.iPad,guitarloot,Galliard (6),Thomas Robinson,5,delcamp-eric-crouch,7,57.7,80.8,54.9,59.8,60.6,32.4
guitarloot:Scores/EnglishMusic/Robinson/Galliard7Gtr,guitarloot,Galliard (7),Thomas Robinson,5,delcamp-eric-crouch,7,65.7,63.6,54.9,92.4,60.6,56.9
guitarloot:Scores/EnglishMusic/Robinson/Gigue22GtrAS,guitarloot,Gigue (22),Thomas Robinson,5,delcamp-eric-crouch,6,48.8,36.5,16.2,59.8,60.6,70.7
guitarloot:Scores/EnglishMusic/Robinson/GoWindow20Gtr,guitarloot,Go from My Window,Thomas Robinson,5,delcamp-eric-crouch,7,60.1,80.8,54.9,59.8,60.6,44.2
guitarloot:Scores/EnglishMusic/Robinson/MerryMelancholyGtr.iPad,guitarloot,Merry Melancholy,Thomas Robinson,5,delcamp-eric-crouch,6,53.4,50.7,54.9,59.8,19.1,82.8
guitarloot:Scores/EnglishMusic/Robinson/QueensGigue,guitarloot,The Queen's Gigue,Thomas Robinson,5,delcamp-eric-crouch,6,52.2,71.4,54.9,19.8,60.6,54.6
guitarloot:Scores/EnglishMusic/Varietie/GuilfordeGtr,guitarloot,"Sir Henry Guilforde, his Almaine",Anon,7,delcamp-eric-crouch,7,62.7,71.4,54.9,59.8,60.6,67.1
guitarloot:Scores/EnglishMusic/Varietie/QMaske1gtriPad,guitarloot,The first of the Queen's Maskes,Anon,7,delcamp-eric-crouch,7,66.1,50.7,91.4,92.4,60.6,35.3
guitarloot:Scores/EnglishMusic/Varietie/QMaske2GtriPad,guitarloot,The Second of the Queen's Maskes,Anon,7,delcamp-eric-crouch,6,51.1,50.7,54.9,59.8,60.6,29.8
guitarloot:Scores/EnglishMusic/Varietie/QMaske3GtriPad,guitarloot,The Third of the Queen's Maskes,Anon,7,delcamp-eric-crouch,6,54.2,63.6,54.9,59.8,60.6,32.4
guitarloot:Scores/EnglishMusic/Varietie/SamanCoranto.iPad,guitarloot,"Mounsier Saman, his Coranto",René Saman,7,delcamp-eric-crouch,7,63.1,98.7,91.4,59.8,13.9,51.9
guitarloot:Scores/EnglishMusic/Varietie/Volte1GtrAS,guitarloot,Volte 1,Anon,7,delcamp-eric-crouch,7,64.4,99.5,54.9,59.8,60.6,47.1
guitarloot:Scores/EnglishMusic/Varietie/Volte2GtrAS,guitarloot,Volte 2,Anon,7,delcamp-eric-crouch,7,65.7,97.3,54.9,59.8,60.6,55.7
guitarloot:Scores/EnglishMusic/Varietie/Volte3GtrAS,guitarloot,Volte 3,Anon,7,delcamp-eric-crouch,7,70.9,97.3,54.9,92.4,60.6,49.2
guitarloot:Scores/EnglishMusic/Varietie/Volte4GtrAS,guitarloot,Volte 4,Anon,7,delcamp-eric-crouch,7,56.6,80.8,54.9,59.8,60.6,26.8
guitarloot:Scores/EnglishMusic/Varietie/Volte5GtrAS,guitarloot,Volte 5,Anon,7,delcamp-eric-crouch,7,56.9,80.8,54.9,59.8,60.6,28.3
guitarloot:Scores/EnglishMusic/Varietie/Volte6GtrAS,guitarloot,Volte 6,Anon,7,delcamp-eric-crouch,6,53.4,63.6,54.9,59.8,60.6,28.3
guitarloot:Scores/EnglishMusic/Varietie/Volte7GtrAS,guitarloot,Volte 7,Anon,7,delcamp-eric-crouch,6,51.5,50.7,16.2,92.4,60.6,37.6
guitarloot:Scores/EnglishMusic/Wilder/AsDumpGtrRev.iPad,guitarloot,Arthur's Dump,Attr. Philip van Wilder,8,delcamp-eric-crouch,7,61.5,71.4,16.2,59.8,60.6,99.4
guitarloot:Scores/EnglishMusic/Wilder/FantasieGtrNiPad,guitarloot,Fantasie,Philip van Wilder,8,delcamp-eric-crouch,7,70.4,50.7,54.9,92.4,60.6,93.2
guitarloot:Scores/FrenchMusic/Angelique03Gtr.iPad,guitarloot,Angelique Troisieme,Robert Ballard,7,delcamp-eric-crouch,7,56.5,63.6,54.9,59.8,19.6,84.9
guitarloot:Scores/FrenchMusic/Ballet5GtrAS,guitarloot,Ballet 5,Robert Ballard,7,delcamp-eric-crouch,7,61.1,92.5,54.9,59.8,60.6,37.6
guitarloot:Scores/FrenchMusic/BergamascoDGtr,guitarloot,Bergamasco,Jean-Baptiste Besard,7,delcamp-eric-crouch,7,75.5,92.5,91.4,59.8,60.6,73.5
guitarloot:Scores/FrenchMusic/ChacSaizAlt2Arr,guitarloot,Chaconne,Robert de Visée,7,delcamp-eric-crouch,7,70.2,80.8,54.9,59.8,60.6,94.9
guitarloot:Scores/FrenchMusic/ChacSaizBrevAlt.iPad,guitarloot,Chaconne,Robert de Visee,7,delcamp-eric-crouch,7,70.1,80.8,54.9,59.8,60.6,94.3
guitarloot:Scores/FrenchMusic/ChacSaizGtr,guitarloot,Chaconne,Robert de Visee,7,delcamp-eric-crouch,7,60.8,80.8,54.9,19.8,60.6,87.9
guitarloot:Scores/FrenchMusic/ChaconeGtrArr.iPad,guitarloot,Chacone du vieux Gaultier,Enemond Gaultier,7,delcamp-eric-crouch,7,56.9,30.8,54.9,59.8,60.6,78.2
guitarloot:Scores/FrenchMusic/ChaconneHmGtrG.iPad,guitarloot,Chaconne,"[Manuscrit d'Haslemere, Dolmetsch library II D 2, folio 119]",7,delcamp-eric-crouch,7,70.7,80.8,54.9,59.8,60.6,97.2
guitarloot:Scores/FrenchMusic/ChaconneM.iPad,guitarloot,Chaconne,Charles Mouton,7,delcamp-eric-crouch,6,54.3,50.7,16.2,59.8,60.6,84.3
guitarloot:Scores/FrenchMusic/GalliardeBesGtr,guitarloot,Galliarde,Anon 1603,7,delcamp-eric-crouch,6,50.5,50.7,54.9,59.8,60.6,26.8
guitarloot:Scores/FrenchMusic/L'AmantGallotGtr,guitarloot,L'Amant Malheureux,Jacques Gallot,7,delcamp-eric-crouch,6,37.9,27.8,16.2,59.8,60.6,25.0
guitarloot:Scores/FrenchMusic/LaCometeGtr,guitarloot,La Comète,Jacques Gallot,7,delcamp-eric-crouch,7,68.6,80.8,54.9,59.8,60.6,87.1
guitarloot:Scores/FrenchMusic/MalSimmesRevGtr,guitarloot,Mal Simmes,Nicolaes Vallet,7,delcamp-eric-crouch,7,68.0,92.5,54.9,92.4,60.6,39.8
guitarloot:Scores/FrenchMusic/PantalonsAv,guitarloot,Les Pantalons,Nicolaes Vallet,7,delcamp-eric-crouch,7,70.4,80.8,54.9,59.8,60.6,96.0
guitarloot:Scores/FrenchMusic/Valletprel.iPad,guitarloot,Prelude,Nicolaes Vallet,7,delcamp-eric-crouch,6,49.9,50.7,54.9,59.8,60.6,23.5
guitarloot:Scores/GermanMusic/1PreludeGtr.iPad,guitarloot,Prelude,Sylvius Leopold Weiss,8,delcamp-eric-crouch,6,51.0,80.8,54.9,19.8,60.6,38.9
guitarloot:Scores/GermanMusic/2PassBibGtrArrAS,guitarloot,Passacaglia,H. I. F. von Biber,7,delcamp-eric-crouch,7,78.9,92.5,54.9,92.4,60.6,94.1
guitarloot:Scores/GermanMusic/Chaconne.iPad,guitarloot,Chaconne,Anon,7,delcamp-eric-crouch,8,81.3,71.4,91.4,92.4,60.6,90.6
guitarloot:Scores/GermanMusic/CiaconaAv,guitarloot,Ciacona,Esaias Reusner,7,delcamp-eric-crouch,7,76.0,80.8,54.9,92.4,60.6,91.1
guitarloot:Scores/GermanMusic/FantBelissGtrF,guitarloot,Fantasia Belissima,Anon,7,delcamp-eric-crouch,7,66.7,80.8,16.2,92.4,60.6,83.6
guitarloot:Scores/GermanMusic/Fantasia1Gtr,guitarloot,Fantasia,Anon,7,delcamp-eric-crouch,7,64.3,50.7,91.4,92.4,11.9,75.1
guitarloot:Scores/GermanMusic/Fantasia4Gtr,guitarloot,Fantasia 4,Anon,7,delcamp-eric-crouch,7,72.4,63.6,91.4,59.8,60.6,86.8
guitarloot:Scores/GermanMusic/FantasieE,guitarloot,Fantasie,Silvius Leopold WEISS,8,delcamp-eric-crouch,7,63.6,98.7,16.2,59.8,60.6,82.8
guitarloot:Scores/GermanMusic/FrogAltGtr.iPad,guitarloot,Two variations on the Frog Galliard,Anon,7,delcamp-eric-crouch,7,72.9,71.4,91.4,59.8,60.6,81.5
guitarloot:Scores/GermanMusic/Fuga.iPad,guitarloot,Fuga,Sylvius Leopold Weiss,8,delcamp-eric-crouch,7,64.1,92.5,54.9,59.8,13.6,99.8
guitarloot:Scores/GermanMusic/L'AmantFin.iPadRev,guitarloot,L'Amant malheureux,Sylvius Leopold Weiss,8,delcamp-eric-crouch,8,85.0,92.5,91.4,92.4,60.6,88.3
guitarloot:Scores/GermanMusic/MmeTiroloiseGtr.iPad,guitarloot,Mademoiselle Tiroloise,Sylvius Leopold Weiss,8,delcamp-eric-crouch,6,47.5,80.8,16.2,19.8,60.6,60.2
guitarloot:Scores/GermanMusic/Padouana(Schein)gtr.AS,guitarloot,Padouana (à 4 Krumhorn),Johann Hermann Schein 1586 - 1613),7,delcamp-eric-crouch,7,57.3,36.5,54.9,92.4,60.6,42.1
guitarloot:Scores/GermanMusic/PasagalliaRGtr,guitarloot,"Pasagallia à Discretion 
*(to be played slowly and with rhythmic freedom)",Phillip Franz Le Sage de Richée,7,delcamp-eric-crouch,7,70.7,80.8,54.9,59.8,60.6,97.2
guitarloot:Scores/GermanMusic/PassacagliaGtriPad,guitarloot,Passacaglia,Esaias Reusner,7,delcamp-eric-crouch,7,74.1,71.4,91.4,59.8,60.6,87.2
guitarloot:Scores/GermanMusic/PlaintefGtr.iPad,guitarloot,Plainte,Sylvius Leopold Weiss,8,delcamp-eric-crouch,7,57.6,63.6,54.9,59.8,60.6,49.2
guitarloot:Scores/GermanMusic/ReusnerPreludeAv,guitarloot,Prelude,Esaias Reusner,7,delcamp-eric-crouch,7,60.4,80.8,16.2,92.4,60.6,51.9
guitarloot:Scores/GermanMusic/ReusnerPreludeE.iPad,guitarloot,Prelude,Esaias Reusner,7,delcamp-eric-crouch,7,62.7,92.5,16.2,92.4,60.6,51.9
guitarloot:Scores/GermanMusic/SarabMosGtrAS,guitarloot,Sarabande,Silvius Leopold Weiss,8,delcamp-eric-crouch,6,43.2,63.6,16.2,19.8,60.6,55.7
guitarloot:Scores/GermanMusic/WD6GavotteGtr.iPad,guitarloot,Gavotte,Sylvius Leopold Weiss,8,delcamp-eric-crouch,6,39.8,92.5,16.2,19.8,10.4,60.2
guitarloot:Scores/GermanMusic/corantgtr.iPad,guitarloot,Corant,Anon,7,delcamp-eric-crouch,7,56.1,50.7,54.9,59.8,60.6,54.6
guitarloot:Scores/ItalianMusic/12SaravandaGtr.iPad,guitarloot,Saravanda alla Francese,Alessandro Piccinini,6,delcamp-eric-crouch,7,67.9,97.3,54.9,59.8,60.6,67.1
guitarloot:Scores/ItalianMusic/25Corrente9Arr.iPad,guitarloot,Corrente IX,Alessandro Piccinini,6,delcamp-eric-crouch,6,45.0,50.7,16.2,59.8,18.6,79.8
guitarloot:Scores/ItalianMusic/Allemanda.iPad,guitarloot,Allemanda,Domenico Pellegrini,5,delcamp-eric-crouch,6,46.0,63.6,54.9,59.8,12.1,39.8
guitarloot:Scores/ItalianMusic/AriaSVPAv,guitarloot,Aria di Saravanda in Varie Partite,Alessandro Piccinini,6,delcamp-eric-crouch,7,73.9,99.5,54.9,59.8,60.6,94.9
guitarloot:Scores/ItalianMusic/BallettoEGtr.iPad,guitarloot,Balletto,Domenico Pellegrini,5,delcamp-eric-crouch,6,52.1,80.8,54.9,19.8,60.6,44.2
guitarloot:Scores/ItalianMusic/BergAbondGtrV2,guitarloot,Bergamasca,Giulio Abondante,7,delcamp-eric-crouch,7,67.0,92.5,54.9,59.8,60.6,67.1
guitarloot:Scores/ItalianMusic/CaponaGtrErevAlt,guitarloot,Capona,Johann Hieronymous Kapsberger,8,delcamp-eric-crouch,6,52.7,50.7,54.9,92.4,7.0,58.8
guitarloot:Scores/ItalianMusic/ChiacconaVariateFinal,guitarloot,Chiaccona in Partite Variate,Alessandro Piccinini,6,delcamp-eric-crouch,6,54.1,36.5,54.9,59.8,60.6,58.8
guitarloot:Scores/ItalianMusic/CiacconaArr4Gtr.iPad,guitarloot,Title,Johann Hieronymous Kapsberger,8,delcamp-eric-crouch,6,50.5,36.5,54.9,59.8,60.6,40.9
guitarloot:Scores/ItalianMusic/ConcertoRV93.iPad,guitarloot,3. Allegro,Antonio Vivaldi,7,delcamp-eric-crouch,7,77.1,80.8,91.4,59.8,60.6,93.1
guitarloot:Scores/ItalianMusic/Corrente.iPad,guitarloot,Corrente,Domenico Pellegrini,5,delcamp-eric-crouch,7,70.3,63.6,91.4,59.8,60.6,76.1
guitarloot:Scores/ItalianMusic/CorrentePrimaGtriPad,guitarloot,Corrente Prima,Alessandro Piccinini,6,delcamp-eric-crouch,6,50.9,80.8,16.2,59.8,11.5,86.4
guitarloot:Scores/ItalianMusic/CorrenteXVIgtr,guitarloot,Corrente XVI,Michelangelo Galilei,7,delcamp-eric-crouch,7,64.8,63.6,54.9,59.8,60.6,85.2
guitarloot:Scores/ItalianMusic/Foscarini/AlemandaGtr,guitarloot,Alemanda,Giovanni Paolo Foscarini,6,delcamp-eric-crouch,6,52.1,63.6,54.9,59.8,60.6,21.9
guitarloot:Scores/ItalianMusic/Foscarini/CapriccioGtr,guitarloot,Capriccio (Passacaglia),Giovanni Paolo Foscarini,6,delcamp-eric-crouch,6,51.2,42.9,54.9,59.8,60.6,37.6
guitarloot:Scores/ItalianMusic/Foscarini/CorrenteFrancaiseGtrRev,guitarloot,Corrente Francaise,Giovanni Paolo Foscarini,6,delcamp-eric-crouch,7,67.5,42.9,54.9,92.4,60.6,86.8
guitarloot:Scores/ItalianMusic/Foscarini/CorrenteRev,guitarloot,Corrente,Giovanni Paolo Foscarini,6,delcamp-eric-crouch,6,53.4,50.7,54.9,59.8,60.6,40.9
guitarloot:Scores/ItalianMusic/Foscarini/CorrenteVRevGtr,guitarloot,Corrente con la sua Variatione,Giovanni Paolo Foscarini,6,delcamp-eric-crouch,6,44.3,42.9,16.2,59.8,19.1,83.6
guitarloot:Scores/ItalianMusic/Foscarini/FantasiaRev,guitarloot,Fantasia,Giovanni Paolo Foscarini,6,delcamp-eric-crouch,6,52.3,71.4,91.4,59.8,10.6,28.3
guitarloot:Scores/ItalianMusic/Foscarini/PassacaglioGtr,guitarloot,Passacaglio,Giovanni Paolo Foscarini,6,delcamp-eric-crouch,7,69.3,92.5,91.4,59.8,19.1,83.6
guitarloot:Scores/ItalianMusic/Foscarini/PavanigliaGtr,guitarloot,Pavaniglia con parti variate,Giovanni Paolo Foscarini,6,delcamp-eric-crouch,7,59.9,42.9,54.9,59.8,60.6,81.5
guitarloot:Scores/ItalianMusic/Foscarini/TasteggiataGtrRev,guitarloot,Tastegiata detta la Feretti,Giovanni Paolo Foscarini,6,delcamp-eric-crouch,7,60.5,80.8,91.4,59.8,60.6,10.0
guitarloot:Scores/ItalianMusic/Foscarini/TasteggiataSoaveGtr,guitarloot,Tasteggiata Soave,Giovanni Paolo Foscarini,6,delcamp-eric-crouch,6,53.2,27.8,91.4,59.8,60.6,26.8
guitarloot:Scores/ItalianMusic/Foscarini/ToccataGtr,guitarloot,Toccata,Giovanni Paolo Foscarini,6,delcamp-eric-crouch,6,48.4,50.7,54.9,59.8,60.6,16.2
guitarloot:Scores/ItalianMusic/Foscarini/ToccataMGtrRev,guitarloot,Toccata Musicale,Giovanni Paolo Foscarini,6,delcamp-eric-crouch,6,50.9,50.7,54.9,59.8,60.6,28.3
guitarloot:Scores/ItalianMusic/GagliardaGtr,guitarloot,Gagliarda 2,Michelangelo Galilei,7,delcamp-eric-crouch,6,50.2,36.5,54.9,59.8,18.6,81.5
guitarloot:Scores/ItalianMusic/KapsbergerGtr,guitarloot,Kapsberger,Johann Hieronymus Kapsberger,8,delcamp-eric-crouch,7,58.7,80.8,54.9,59.8,8.5,89.8
guitarloot:Scores/ItalianMusic/Passacaglia21Gtr.Rev,guitarloot,Passacaglia 21,Johann Hieronymous Kapsberger,8,delcamp-eric-crouch,6,51.2,36.5,54.9,19.8,60.6,84.3
guitarloot:Scores/ItalianMusic/PavanaFerrarese.iPad,guitarloot,Pavana alla Ferrarese,Joanambrosio Dalza,7,delcamp-eric-crouch,6,46.5,14.6,16.2,59.8,60.6,81.5
guitarloot:Scores/ItalianMusic/PavanaVenetianaGtriPad,guitarloot,Pavana alla Venetiana,Joan Ambrosio Dalza,7,delcamp-eric-crouch,6,48.8,20.3,54.9,92.4,15.4,60.9
guitarloot:Scores/ItalianMusic/Ricercar33.iPad,guitarloot,Ricercar 33,Marco dall'Aquila,7,delcamp-eric-crouch,6,41.7,36.5,16.2,59.8,60.6,35.3
guitarloot:Scores/ItalianMusic/SaltarelloIgtr,guitarloot,Saltarello I,Michelangelo Galilei,7,delcamp-eric-crouch,7,59.8,63.6,54.9,59.8,60.6,60.2
guitarloot:Scores/ItalianMusic/Sarabanda.iPad,guitarloot,Sarabande,Domenico Pellegrini,5,delcamp-eric-crouch,7,59.5,50.7,91.4,59.8,60.6,35.3
guitarloot:Scores/ItalianMusic/VoltaVgtr,guitarloot,Volta V,Michelangelo Galilei,7,delcamp-eric-crouch,7,68.8,50.7,91.4,59.8,60.6,81.5
guitarloot:Scores/LyraViol/1.13.AlmaineGtrAS,guitarloot,Almaine 1.13,William Corkine,8,delcamp-eric-crouch,7,62.1,92.5,54.9,59.8,60.6,42.9
guitarloot:Scores/LyraViol/1.14.Pavin.Gtr.iPad,guitarloot,Pavin 1.14,William Corkine,8,delcamp-eric-crouch,7,55.7,63.6,54.9,59.8,60.6,39.8
guitarloot:Scores/LyraViol/1.15.Coranto.GtrAS,guitarloot,Coranto 1.15,William Corkine,8,delcamp-eric-crouch,6,45.4,80.8,54.9,59.8,9.8,21.9
guitarloot:Scores/LyraViol/1.16.Almaine.Gtr.iPad,guitarloot,Almaine 1.16,William Corkine,8,delcamp-eric-crouch,7,64.5,80.8,91.4,59.8,60.6,29.8
guitarloot:Scores/LyraViol/1.17.CorantoGtr,guitarloot,Coranto 1.17,William Corkine,8,delcamp-eric-crouch,6,44.8,80.8,16.2,59.8,60.6,6.7
guitarloot:Scores/LyraViol/1.18.Pavin.Gtr.iPad,guitarloot,Pavin 1.18,William Corkine,8,delcamp-eric-crouch,7,71.4,97.3,54.9,59.8,60.6,84.3
guitarloot:Scores/LyraViol/1.19.CorantoGtrArr,guitarloot,Coranto 1.19,William Corkine,8,delcamp-eric-crouch,6,48.2,80.8,16.2,59.8,60.6,23.5
guitarloot:Scores/LyraViol/1.20.GalliardGtr,guitarloot,Galliard 1.20,William Corkine,8,delcamp-eric-crouch,7,62.1,80.8,54.9,59.8,60.6,54.6
guitarloot:Scores/LyraViol/1.21.GalliardGtrArr,guitarloot,Galliard 1.21,William Corkine,8,delcamp-eric-crouch,6,53.7,63.6,54.9,59.8,60.6,29.8
guitarloot:Scores/LyraViol/1.22.WhoopeGtrf.iPad,guitarloot,Whoope doe me no harme goodman 1.22,William Corkine,8,delcamp-eric-crouch,7,76.5,80.8,91.4,92.4,20.4,97.6
guitarloot:Scores/LyraViol/1.23.GalliardGtrAS,guitarloot,Galliard 1.23,William Corkine,8,delcamp-eric-crouch,7,57.2,80.8,54.9,59.8,60.6,29.8
guitarloot:Scores/LyraViol/1.24.FortuneGtr.iPad,guitarloot,Fortune 1.24,William Corkine,8,delcamp-eric-crouch,7,77.4,80.8,99.3,59.8,60.6,86.5
guitarloot:Scores/LyraViol/2.20.ComplaintsGtrAS,guitarloot,If My Complaints 2.20,William Corkine,8,delcamp-eric-crouch,7,64.6,80.8,54.9,59.8,60.6,67.1
guitarloot:Scores/LyraViol/2.21.PreludeGtrAS,guitarloot,Perlude (Prelude) 2.21,William Corkine,8,delcamp-eric-crouch,6,49.4,80.8,16.2,59.8,60.6,29.8
guitarloot:Scores/LyraViol/2.22.ComeLiveGtrArr,guitarloot,Come Live with Me 2.22,William Corkine,8,delcamp-eric-crouch,7,58.6,99.5,16.2,59.8,60.6,56.9
guitarloot:Scores/LyraViol/2.23.PreludeGtr,guitarloot,Perlude (Prelude) 2.23,William Corkine,8,delcamp-eric-crouch,5,34.6,36.5,16.2,59.8,60.6,0.0
guitarloot:Scores/LyraViol/2.25.CorantoGtrAS,guitarloot,Coranto 2.25,William Corkine,8,delcamp-eric-crouch,6,54.6,80.8,16.2,59.8,60.6,55.7
guitarloot:Scores/LyraViol/2.26.MounsierGtrAS,guitarloot,Mounsiers Almaine 2.26,William Corkine,8,delcamp-eric-crouch,7,61.0,92.5,16.2,59.8,60.6,76.1
guitarloot:Scores/LyraViol/2.27.Coranto.Gtr,guitarloot,Coranto 2.27,William Corkine,8,delcamp-eric-crouch,6,39.9,80.8,16.2,19.8,60.6,21.9
guitarloot:Scores/LyraViol/2.28.PunckeGtrArr,guitarloot,The Puncke's Delight 2.28,William Corkine,8,delcamp-eric-crouch,7,58.6,36.5,54.9,59.8,60.6,81.5
guitarloot:Scores/LyraViol/2.29.PavinGtr.iPad,guitarloot,Pavin 2.29,William Corkine,8,delcamp-eric-crouch,7,57.8,42.9,54.9,59.8,60.6,70.7
guitarloot:Scores/LyraViol/2.30.AlmaineGtr.iPad,guitarloot,Almaine 2.30,William Corkine,8,delcamp-eric-crouch,6,45.8,36.5,16.2,59.8,60.6,55.7
guitarloot:Scores/LyraViol/25.26.Question&AnswerGtr,guitarloot,25/26 A Question and an Answer,Tobias Hume,7,delcamp-eric-crouch,7,58.7,63.6,54.9,59.8,60.6,54.6
guitarloot:Scores/LyraViol/42PavinGtriPad,guitarloot,42 A Pavin,Tobias Hume,7,delcamp-eric-crouch,7,59.0,36.5,54.9,59.8,60.6,83.2
guitarloot:Scores/LyraViol/46CHPavanGtr.iPad,guitarloot,46 Captain Hume's Pavan,Tobias Hume,7,delcamp-eric-crouch,7,72.4,63.6,91.4,59.8,60.6,86.8
guitarloot:Scores/LyraViol/AlmaineGtr.Sherl.iPad,guitarloot,Almaine,Joseph Sherlie,7,delcamp-eric-crouch,7,67.2,80.8,54.9,59.8,60.6,80.1
guitarloot:Scores/LyraViol/AnonVar,guitarloot,Variations,Anon,7,delcamp-eric-crouch,7,64.3,92.5,54.9,59.8,20.1,94.3
guitarloot:Scores/LyraViol/DovehouseAGtr,guitarloot,The Dovehouse Pavan,Alfonso Ferrabosco the younger,7,delcamp-eric-crouch,7,57.1,36.5,16.2,92.4,60.6,79.8
guitarloot:Scores/LyraViol/DovehouseGtr,guitarloot,The Dovehouse Pavan,Alfonso Ferrabosco the younger,7,delcamp-eric-crouch,7,66.0,80.8,16.2,92.4,60.6,79.8
guitarloot:Scores/LyraViol/GalliardGtr.Sherl.iPad,guitarloot,Galliard,Joseph Sherlie,7,delcamp-eric-crouch,7,69.2,80.8,54.9,59.8,60.6,90.1
guitarloot:Scores/LyraViol/GoodAgaineGtr,guitarloot,Good Againe,Tobias Hume,7,delcamp-eric-crouch,7,64.3,50.7,91.4,59.8,20.9,99.0
guitarloot:Scores/LyraViol/GoodAgaineGtrDArr.iPad,guitarloot,Good Againe,Tobias Hume,7,delcamp-eric-crouch,7,72.5,92.5,91.4,59.8,20.7,98.2
guitarloot:Scores/LyraViol/HolstoneGtr.iPad,guitarloot,The Duke of Holstone's Almayne,Tobias Hume,7,delcamp-eric-crouch,7,58.4,80.8,91.4,59.8,13.1,47.1
guitarloot:Scores/LyraViol/HumorousPavinGtr.iPad,guitarloot,A Humorous Pavin,Tobias Hume,7,delcamp-eric-crouch,7,76.2,92.5,91.4,59.8,60.6,76.9
guitarloot:Scores/LyraViol/LachLyraGGtrAS,guitarloot,Lachrimae Pavan,Anonymous setting of Dowland's Lachrimae,7,delcamp-eric-crouch,7,77.6,88.4,54.9,92.4,60.6,91.8
guitarloot:Scores/LyraViol/MyHopeGtr.iPad,guitarloot,My Hope is Decayed,Tobias Hume,7,delcamp-eric-crouch,6,49.9,50.7,16.2,92.4,60.6,29.8
guitarloot:Scores/LyraViol/OldHumorGtrAS,guitarloot,The Old Humor,Tobias Hume,7,delcamp-eric-crouch,7,74.2,80.8,91.4,59.8,60.6,78.2
guitarloot:Scores/LyraViol/PavFarrantGtr,guitarloot,Pavin,Daniel Farrant,7,delcamp-eric-crouch,6,52.3,80.8,16.2,59.8,60.6,44.2
guitarloot:Scores/LyraViol/PavinGtr.Sherl.iPad,guitarloot,Pavin,Joseph Sherlie,7,delcamp-eric-crouch,7,63.2,80.8,54.9,59.8,60.6,60.2
guitarloot:Scores/LyraViol/PostNagGtr,guitarloot,Post Nag,Simon Ives,7,delcamp-eric-crouch,6,41.2,50.7,54.9,59.8,11.1,29.8
guitarloot:Scores/LyraViol/PrelAireGtrF,guitarloot,Prelude and Aire,Anon. - from a Lyra Viol MS in,7,delcamp-eric-crouch,6,45.2,92.5,16.2,59.8,7.1,50.4
guitarloot:Scores/LyraViol/Prelude32Gtr,guitarloot,Prelude 32,Simon Ives,7,delcamp-eric-crouch,6,49.9,36.5,54.9,59.8,60.6,37.6
guitarloot:Scores/LyraViol/TouchGtr.iPad,guitarloot,Touch Me Lightly,Tobias Hume,7,delcamp-eric-crouch,6,51.6,50.7,91.4,19.8,60.6,35.3
guitarloot:Scores/LyraViol/ViolPieceRevGtr,guitarloot,Untitled Piece,Carl Friedrich Abel,7,delcamp-eric-crouch,7,78.7,92.5,91.4,59.8,60.6,89.4
guitarloot:Scores/LyraViol/WalsinghamLV.iPad,guitarloot,Walsingham,Anon,7,delcamp-eric-crouch,7,69.5,63.6,54.9,92.4,60.6,76.1
